race_number,category,place,racer_name,plate_number,points,finish_time,venue,race_date,avg_speed
1,PRO,1,Carter Anderson,5,80,0:45:43,Eagle Mountain,2023-04-12,13.6
1,PRO,2,Hunter Hill,10,73,0:47:31,Eagle Mountain,2023-04-12,13.1
1,PRO,3,Andrew Conover,6,66,0:47:33,Eagle Mountain,2023-04-12,13.1
1,PRO,4,Taylor Edwards,8,59,0:48:36,Eagle Mountain,2023-04-12,12.8
1,PRO,5,Haydon Cooper,7,54,0:50:37,Eagle Mountain,2023-04-12,12.3
1,PRO,6,Geoffrey Montague,1,49,0:51:23,Eagle Mountain,2023-04-12,12.1
1,PRO,7,Mark Tuttle,4,44,0:52:07,Eagle Mountain,2023-04-12,11.9
1,PRO,8,Val Gibson,2,39,0:52:46,Eagle Mountain,2023-04-12,11.8
1,PRO,9,Gavin Gunther,9,36,0:52:55,Eagle Mountain,2023-04-12,11.7
1,PRO,10,Stewart Goodwin,3,33,0:53:25,Eagle Mountain,2023-04-12,11.6
1,PRO,11,Wilson Engler,12,30,0:53:58,Eagle Mountain,2023-04-12,11.5
1,SEMI-PRO,1,Lincoln Goodwin,107,80,0:52:01,Eagle Mountain,2023-04-12,11.9
1,SEMI-PRO,2,Dan Nelson,112,73,0:52:11,Eagle Mountain,2023-04-12,11.9
1,SEMI-PRO,3,Richard Abbott,115,66,0:52:53,Eagle Mountain,2023-04-12,11.7
1,SEMI-PRO,4,Preston Edwards,119,59,0:53:17,Eagle Mountain,2023-04-12,11.7
1,SEMI-PRO,5,Matt Parker,102,54,0:53:49,Eagle Mountain,2023-04-12,11.5
1,SEMI-PRO,6,Nate Miller,101,49,0:53:49,Eagle Mountain,2023-04-12,11.5
1,SEMI-PRO,7,Henry Clark,118,44,0:53:51,Eagle Mountain,2023-04-12,11.5
1,SEMI-PRO,8,Luke Roth,120,39,0:54:30,Eagle Mountain,2023-04-12,11.4
1,SEMI-PRO,9,Scott Abbott,116,36,0:54:40,Eagle Mountain,2023-04-12,11.4
1,SEMI-PRO,10,Matt Frisby,105,33,0:55:17,Eagle Mountain,2023-04-12,11.2
1,SEMI-PRO,11,Brandon Smith,125,30,0:55:58,Eagle Mountain,2023-04-12,11.1
1,SEMI-PRO,12,Asa Christensen,126,27,0:57:22,Eagle Mountain,2023-04-12,10.8
1,SEMI-PRO,13,Easton Gray,123,24,0:57:26,Eagle Mountain,2023-04-12,10.8
1,SEMI-PRO,14,Brian Ressa,114,21,0:58:47,Eagle Mountain,2023-04-12,10.6
1,SEMI-PRO,15,Ethan Smith,124,18,0:59:14,Eagle Mountain,2023-04-12,10.5
1,SEMI-PRO,16,Tripp Kay,109,15,1:00:19,Eagle Mountain,2023-04-12,10.3
1,SEMI-PRO,17,Luke Cahoon,104,12,1:00:20,Eagle Mountain,2023-04-12,10.3
1,SEMI-PRO,18,Rhome Goodman,106,9,1:01:35,Eagle Mountain,2023-04-12,10.1
1,SEMI-PRO,19,Nick Birch,103,7,1:01:38,Eagle Mountain,2023-04-12,10.1
1,SEMI-PRO,20,Nathanicus Klarkarooni,110,5,1:04:58,Eagle Mountain,2023-04-12,9.6
1,SEMI-PRO,21,Jason Lux,121,3,1:09:00,Eagle Mountain,2023-04-12,9
1,SEMI-PRO,DNF,Jeff Masse,122,1,,Eagle Mountain,2023-04-12,
1,EXPERT A,1,Aaron Temple,225,80,0:41:40,Eagle Mountain,2023-04-12,11.8
1,EXPERT A,2,Jon Gallagher,217,73,0:44:11,Eagle Mountain,2023-04-12,11.1
1,EXPERT A,3,Caleb Christian,215,66,0:44:27,Eagle Mountain,2023-04-12,11
1,EXPERT A,4,Brandon Hill,220,59,0:45:41,Eagle Mountain,2023-04-12,10.7
1,EXPERT A,5,Jamison Burton,230,54,0:46:27,Eagle Mountain,2023-04-12,10.5
1,EXPERT A,6,Braxden Hansen,219,49,0:46:29,Eagle Mountain,2023-04-12,10.5
1,EXPERT A,7,Thomas Cahoon,203,44,0:46:31,Eagle Mountain,2023-04-12,10.5
1,EXPERT A,8,Bryce Taylor,229,39,0:46:33,Eagle Mountain,2023-04-12,10.5
1,EXPERT A,9,Brian Potempa,221,36,0:46:35,Eagle Mountain,2023-04-12,10.5
1,EXPERT A,10,Cameron Gibby,218,33,0:47:03,Eagle Mountain,2023-04-12,10.4
1,EXPERT A,11,James Lewis,228,30,0:47:51,Eagle Mountain,2023-04-12,10.2
1,EXPERT A,12,Harry Mccoard,208,27,0:47:55,Eagle Mountain,2023-04-12,10.2
1,EXPERT A,13,Bennett Williams,227,24,0:48:23,Eagle Mountain,2023-04-12,10.1
1,EXPERT A,14,Heber Anderson,213,21,0:48:24,Eagle Mountain,2023-04-12,10.1
1,EXPERT A,15,Joe Reese,223,18,0:48:25,Eagle Mountain,2023-04-12,10.1
1,EXPERT A,16,Tanner Wilkerson,226,15,0:49:16,Eagle Mountain,2023-04-12,9.9
1,EXPERT A,17,Quinn Jacobsen,206,12,0:49:43,Eagle Mountain,2023-04-12,9.8
1,EXPERT A,18,Andrew Nelson,209,9,0:50:52,Eagle Mountain,2023-04-12,9.6
1,EXPERT A,19,Bryson Douglass,216,7,0:51:10,Eagle Mountain,2023-04-12,9.6
1,EXPERT A,20,Garrett Allred,202,5,0:51:50,Eagle Mountain,2023-04-12,9.4
1,EXPERT A,21,Cody Shepherd,224,3,0:53:21,Eagle Mountain,2023-04-12,9.2
1,EXPERT A,DNF,Eric Ault,214,2,0:59:37,Eagle Mountain,2023-04-12,8.2
1,EXPERT A,DNF,Patrick Jackman,211,1,,Eagle Mountain,2023-04-12,
1,PRO/EXPERT WOMEN,1,Rachel Miller,301,80,0:49:22,Eagle Mountain,2023-04-12,9.9
1,PRO/EXPERT WOMEN,2,Suzanne Jensen,306,73,0:49:57,Eagle Mountain,2023-04-12,9.8
1,PRO/EXPERT WOMEN,3,Brynlee Bingham,302,66,0:52:21,Eagle Mountain,2023-04-12,9.3
1,PRO/EXPERT WOMEN,4,Brooke Lyman,307,59,0:53:30,Eagle Mountain,2023-04-12,9.1
1,PRO/EXPERT WOMEN,5,Kristi Mcilmoil,304,54,0:56:46,Eagle Mountain,2023-04-12,8.6
1,PRO/EXPERT WOMEN,6,Patty Rice,308,49,1:02:55,Eagle Mountain,2023-04-12,7.8
1,PRO/EXPERT WOMEN,7,Josie Hiatt,309,44,1:14:57,Eagle Mountain,2023-04-12,6.5
1,PRO/EXPERT WOMEN,DNF,Ellie Jackson,303,1,,Eagle Mountain,2023-04-12,
1,EXPERT B,1,Loren Krieger,406,80,0:47:54,Eagle Mountain,2023-04-12,10.2
1,EXPERT B,2,Mike Madsen,407,73,0:48:31,Eagle Mountain,2023-04-12,10.1
1,EXPERT B,3,James Howton,404,66,0:48:45,Eagle Mountain,2023-04-12,10
1,EXPERT B,4,Jacob Miller,424,59,0:48:52,Eagle Mountain,2023-04-12,10
1,EXPERT B,5,John Mcilmoil,408,54,0:49:28,Eagle Mountain,2023-04-12,9.9
1,EXPERT B,6,Jordan Thurston,411,49,0:49:54,Eagle Mountain,2023-04-12,9.8
1,EXPERT B,7,Rhys Louis,416,44,0:50:43,Eagle Mountain,2023-04-12,9.7
1,EXPERT B,8,Jaron Sutton,426,39,0:51:22,Eagle Mountain,2023-04-12,9.5
1,EXPERT B,9,David Pilko,428,36,0:51:33,Eagle Mountain,2023-04-12,9.5
1,EXPERT B,10,Todd Stay,420,33,0:52:16,Eagle Mountain,2023-04-12,9.4
1,EXPERT B,11,Ashton Webster,427,30,0:52:54,Eagle Mountain,2023-04-12,9.2
1,EXPERT B,12,Brixton Mortimer,401,27,0:52:57,Eagle Mountain,2023-04-12,9.2
1,EXPERT B,13,Ian Wittleder,421,24,0:54:07,Eagle Mountain,2023-04-12,9
1,EXPERT B,14,Keith Payne,417,21,0:54:09,Eagle Mountain,2023-04-12,9
1,EXPERT B,15,Curtis Stastny,419,18,0:56:46,Eagle Mountain,2023-04-12,8.6
1,EXPERT B,16,Ian Beaty,403,15,0:56:54,Eagle Mountain,2023-04-12,8.6
1,EXPERT B,17,Easton Douglas,423,12,0:57:14,Eagle Mountain,2023-04-12,8.5
1,EXPERT B,18,Tate Hull,405,9,0:58:26,Eagle Mountain,2023-04-12,8.4
1,EXPERT B,19,Jansen Payne,425,7,0:58:34,Eagle Mountain,2023-04-12,8.4
1,EXPERT B,20,Cole Gonsalves,415,5,0:59:40,Eagle Mountain,2023-04-12,8.2
1,EXPERT B,DNF,Tyler Ritchie,418,1,,Eagle Mountain,2023-04-12,
1,EXPERT C,1,Ezra Montague,509,80,0:47:30,Eagle Mountain,2023-04-12,10.3
1,EXPERT C,2,Jared Ririe,510,73,0:50:30,Eagle Mountain,2023-04-12,9.7
1,EXPERT C,3,Rylan Sutton,523,66,0:50:53,Eagle Mountain,2023-04-12,9.6
1,EXPERT C,4,Luis Muzquiz,517,59,0:51:15,Eagle Mountain,2023-04-12,9.5
1,EXPERT C,5,Tyson Peterson,501,54,0:52:29,Eagle Mountain,2023-04-12,9.3
1,EXPERT C,6,Riley Frazier,515,49,0:53:20,Eagle Mountain,2023-04-12,9.2
1,EXPERT C,7,Kerry Smith,513,44,0:53:49,Eagle Mountain,2023-04-12,9.1
1,EXPERT C,8,Cameron Hill,508,39,0:54:00,Eagle Mountain,2023-04-12,9.1
1,EXPERT C,9,Tyler Perry,519,36,0:54:21,Eagle Mountain,2023-04-12,9
1,EXPERT C,10,Brian Blumer,514,33,0:55:14,Eagle Mountain,2023-04-12,8.9
1,EXPERT C,11,Tommy Peterson,502,30,0:55:31,Eagle Mountain,2023-04-12,8.8
1,EXPERT C,12,Calvin Cahoon,506,27,0:58:29,Eagle Mountain,2023-04-12,8.4
1,EXPERT C,13,Johnnie Gonsalves,516,24,0:59:03,Eagle Mountain,2023-04-12,8.3
1,EXPERT C,14,Max Glade,507,21,0:59:56,Eagle Mountain,2023-04-12,8.2
1,EXPERT C,15,Jayson Vincent,512,18,1:00:04,Eagle Mountain,2023-04-12,8.1
1,EXPERT C,16,Brian Stastny,521,15,1:00:11,Eagle Mountain,2023-04-12,8.1
1,EXPERT C,17,Fred Wittleder,522,12,1:00:19,Eagle Mountain,2023-04-12,8.1
1,EXPERT C,18,Jerry Brown,504,9,1:03:02,Eagle Mountain,2023-04-12,7.8
1,EXPERT C,19,Hillary Brown,503,7,1:06:33,Eagle Mountain,2023-04-12,7.3
1,EXPERT C,20,Jared Payne,518,5,1:18:32,Eagle Mountain,2023-04-12,6.2
1,EXPERT C,DNF,Matt Cahoon,505,1,,Eagle Mountain,2023-04-12,
1,SPORT A,1,Bolt Miller,602,80,0:30:53,Eagle Mountain,2023-04-12,10.1
1,SPORT A,2,Dallan Robbins,603,73,0:31:36,Eagle Mountain,2023-04-12,9.8
1,SPORT A,3,Cory Jorgensen,608,66,0:32:53,Eagle Mountain,2023-04-12,9.4
1,SPORT A,4,Lincoln Tew,611,59,0:32:55,Eagle Mountain,2023-04-12,9.4
1,SPORT A,5,Josiah Davies,604,54,0:34:13,Eagle Mountain,2023-04-12,9.1
1,SPORT A,6,John Taylor,610,49,0:34:40,Eagle Mountain,2023-04-12,8.9
1,SPORT A,7,Philip Gunther,607,44,0:35:03,Eagle Mountain,2023-04-12,8.9
1,SPORT A,8,Jon Faldmo,605,39,0:38:13,Eagle Mountain,2023-04-12,8.1
1,SPORT A,9,Beck Linford,612,36,0:39:07,Eagle Mountain,2023-04-12,7.9
1,SPORT A,10,Mark Monfredi,609,33,0:40:48,Eagle Mountain,2023-04-12,7.6
1,SPORT A,11,Tyson Widdison,601,30,0:45:04,Eagle Mountain,2023-04-12,6.9
1,SPORT B,1,Cole Beach,704,80,0:30:37,Eagle Mountain,2023-04-12,10.1
1,SPORT B,2,Bryce Ipson,706,73,0:36:46,Eagle Mountain,2023-04-12,8.4
1,SPORT B,3,Scott Matheson,707,66,0:37:54,Eagle Mountain,2023-04-12,8.2
1,SPORT B,4,Jacob Parson,703,59,0:39:05,Eagle Mountain,2023-04-12,7.9
1,SPORT B,5,Keldon Birch,705,54,0:39:41,Eagle Mountain,2023-04-12,7.8
1,SPORT B,6,Jensen Paterson,708,49,0:39:50,Eagle Mountain,2023-04-12,7.8
1,SPORT B,7,Daxton Mortimer,701,44,0:41:58,Eagle Mountain,2023-04-12,7.4
1,SPORT B,8,Jason Wilkerson,710,39,0:43:18,Eagle Mountain,2023-04-12,7.2
1,SPORT B,9,Reed Mortensen,711,36,0:54:43,Eagle Mountain,2023-04-12,5.7
1,SPORT B,DNF,Jaxon Rice,712,1,,Eagle Mountain,2023-04-12,
1,SPORT WOMEN,1,Covi Powell,811,80,0:38:47,Eagle Mountain,2023-04-12,8
1,SPORT WOMEN,2,Brylee Jorgensen,807,73,0:38:54,Eagle Mountain,2023-04-12,8
1,SPORT WOMEN,3,Kristina Clayson,808,66,0:40:07,Eagle Mountain,2023-04-12,7.7
1,SPORT WOMEN,4,Linda Matheson,809,59,0:43:41,Eagle Mountain,2023-04-12,7.1
1,SPORT WOMEN,5,Jaycee Apostol,802,54,0:44:30,Eagle Mountain,2023-04-12,7
1,SPORT WOMEN,6,Makell Cahoon,805,49,0:46:42,Eagle Mountain,2023-04-12,6.6
1,SPORT WOMEN,7,Paige Blumer,812,44,0:54:21,Eagle Mountain,2023-04-12,5.7
1,SPORT WOMEN,8,Rachel Peterson,810,39,0:54:27,Eagle Mountain,2023-04-12,5.7
1,SPORT WOMEN,9,Brooke Bird,804,36,1:01:46,Eagle Mountain,2023-04-12,5
1,SPORT WOMEN,10,Lily Cannon,813,33,1:02:42,Eagle Mountain,2023-04-12,4.9
1,JUNIOR,1,Alta Miller,910,80,0:39:55,Eagle Mountain,2023-04-12,7.8
1,JUNIOR,2,Brody Smith,909,73,0:42:44,Eagle Mountain,2023-04-12,7.3
1,JUNIOR,3,Zayden Mortimer,901,66,0:47:15,Eagle Mountain,2023-04-12,6.6
1,JUNIOR,4,Ariann Apostol,905,59,0:53:14,Eagle Mountain,2023-04-12,5.8
1,JUNIOR,5,Daxton Rollins,908,54,0:55:24,Eagle Mountain,2023-04-12,5.6
1,JUNIOR,6,Camilla Jacobsen,903,49,0:59:30,Eagle Mountain,2023-04-12,5.2
1,JUNIOR,7,Lucy Nelson,906,44,1:01:48,Eagle Mountain,2023-04-12,5
1,JUNIOR,8,Darian Bingham,904,39,1:28:42,Eagle Mountain,2023-04-12,3.5
1,BEGINNER,1,Jaden Webster,1013,80,0:21:32,Eagle Mountain,2023-04-12,8.9
1,BEGINNER,2,Isaac Miller,1009,73,0:21:34,Eagle Mountain,2023-04-12,8.8
1,BEGINNER,3,Landon Nielson,1011,66,0:24:00,Eagle Mountain,2023-04-12,7.9
1,BEGINNER,4,Pason Sutton,1012,59,0:24:45,Eagle Mountain,2023-04-12,7.7
1,BEGINNER,5,Dane Goodwin,1005,54,0:25:08,Eagle Mountain,2023-04-12,7.6
1,BEGINNER,6,Logan Nielson,1010,49,0:25:21,Eagle Mountain,2023-04-12,7.5
1,BEGINNER,7,Jackson Bingham,1002,44,0:27:34,Eagle Mountain,2023-04-12,6.9
1,BEGINNER,8,Nate Jacobsen,1007,39,0:29:11,Eagle Mountain,2023-04-12,6.5
1,BEGINNER,9,Kyrie Bingham,1001,36,0:32:52,Eagle Mountain,2023-04-12,5.8
1,BEGINNER,10,Taylor Goodwin,1004,33,0:39:39,Eagle Mountain,2023-04-12,4.8
1,BEGINNER,11,William Winder,1008,30,0:40:36,Eagle Mountain,2023-04-12,4.7
2,PRO,1,John Wessling,14,80,0:55:31,Euclid,2023-05-03,12.8
2,PRO,2,Carter Anderson,5,73,0:55:51,Euclid,2023-05-03,12.7
2,PRO,3,Nate Dutton,17,66,0:59:17,Euclid,2023-05-03,11.9
2,PRO,4,Preston Johnson,20,59,0:59:25,Euclid,2023-05-03,11.9
2,PRO,5,Chris Holley,19,54,0:59:27,Euclid,2023-05-03,11.9
2,PRO,6,Payson Norman,21,49,1:00:39,Euclid,2023-05-03,11.7
2,PRO,7,Haydon Cooper,7,44,1:01:38,Euclid,2023-05-03,11.5
2,PRO,8,Sebastian Sarmiento,13,39,1:02:51,Euclid,2023-05-03,11.3
2,PRO,9,Mark Tuttle,4,36,1:04:37,Euclid,2023-05-03,11
2,PRO,10,Mason Brown,22,33,1:04:56,Euclid,2023-05-03,10.9
2,PRO,11,Val Gibson,2,30,1:05:52,Euclid,2023-05-03,10.7
2,PRO,12,Wilson Engler,12,27,1:08:14,Euclid,2023-05-03,10.4
2,PRO,13,Brandon Firth,18,24,1:08:15,Euclid,2023-05-03,10.4
2,PRO,14,Kade Johnson,16,21,1:08:39,Euclid,2023-05-03,10.3
2,PRO,15,Geoffrey Montague,1,18,1:12:13,Euclid,2023-05-03,9.8
2,PRO,DNF,Shane Charles,15,1,,Euclid,2023-05-03,
2,SEMI-PRO,1,Brandon Smith,125,80,0:57:53,Euclid,2023-05-03,10.8
2,SEMI-PRO,2,Matt Frisby,105,73,0:59:13,Euclid,2023-05-03,10.6
2,SEMI-PRO,3,Kyle Clarke,135,66,1:00:04,Euclid,2023-05-03,10.4
2,SEMI-PRO,4,Meghan Sheridan,131,59,1:00:16,Euclid,2023-05-03,10.4
2,SEMI-PRO,5,Dan Nelson,112,54,1:00:17,Euclid,2023-05-03,10.4
2,SEMI-PRO,6,Ethan Smith,124,49,1:00:35,Euclid,2023-05-03,10.3
2,SEMI-PRO,7,Scott Abbott,116,44,1:00:35,Euclid,2023-05-03,10.3
2,SEMI-PRO,8,Nate Miller,101,39,1:00:46,Euclid,2023-05-03,10.3
2,SEMI-PRO,9,Matt Parker,102,36,1:01:12,Euclid,2023-05-03,10.2
2,SEMI-PRO,10,Dylan Maclellan,130,33,1:01:17,Euclid,2023-05-03,10.2
2,SEMI-PRO,11,Luke Cahoon,104,30,1:01:22,Euclid,2023-05-03,10.2
2,SEMI-PRO,12,Will Nicholson,137,27,1:01:22,Euclid,2023-05-03,10.2
2,SEMI-PRO,13,Woody,111,24,1:02:22,Euclid,2023-05-03,10
2,SEMI-PRO,14,Parker Caldwell,132,21,1:02:43,Euclid,2023-05-03,10
2,SEMI-PRO,15,Ethan Nicholson,136,18,1:03:26,Euclid,2023-05-03,9.9
2,SEMI-PRO,16,Brian Ressa,114,15,1:03:39,Euclid,2023-05-03,9.8
2,SEMI-PRO,17,Jamyne Xoumphonphackdy,129,12,1:04:22,Euclid,2023-05-03,9.7
2,SEMI-PRO,18,Luke Roth,120,9,1:04:52,Euclid,2023-05-03,9.7
2,SEMI-PRO,19,Nick Birch,103,7,1:05:07,Euclid,2023-05-03,9.6
2,SEMI-PRO,20,Scott Preston,113,5,1:05:10,Euclid,2023-05-03,9.6
2,SEMI-PRO,21,Tripp Kay,109,3,1:05:16,Euclid,2023-05-03,9.6
2,SEMI-PRO,DNF,Carson Burgner,134,2,1:05:48,Euclid,2023-05-03,9.5
2,SEMI-PRO,DNF,Nathanicus Klarkarooni,110,2,1:11:03,Euclid,2023-05-03,8.8
2,SEMI-PRO,DNF,Thomas Cahoon,127,1,,Euclid,2023-05-03,
2,SEMI-PRO,DNF,Gerrit Garberich,128,1,,Euclid,2023-05-03,
2,SEMI-PRO,DNF,Josey Apostol,0,1,,Euclid,2023-05-03,
2,SEMI-PRO,DNF,Gavin Tew,133,1,,Euclid,2023-05-03,
2,EXPERT A,1,Aaron Temple,225,80,0:46:19,Euclid,2023-05-03,10.9
2,EXPERT A,2,Jake Broussard,236,73,0:49:33,Euclid,2023-05-03,10.2
2,EXPERT A,3,Josh Platt,234,66,0:50:23,Euclid,2023-05-03,10
2,EXPERT A,4,Brian Potempa,221,59,0:52:33,Euclid,2023-05-03,9.6
2,EXPERT A,5,Cody Shepherd,224,54,0:52:56,Euclid,2023-05-03,9.5
2,EXPERT A,6,Rhome Goodman,231,49,0:53:27,Euclid,2023-05-03,9.4
2,EXPERT A,7,Cameron Gibby,218,44,0:54:00,Euclid,2023-05-03,9.3
2,EXPERT A,8,Harry Mccoard,208,39,0:56:03,Euclid,2023-05-03,9
2,EXPERT A,9,Jamison Burton,230,36,0:56:10,Euclid,2023-05-03,9
2,EXPERT A,10,James Lewis,228,33,0:56:10,Euclid,2023-05-03,9
2,EXPERT A,11,Will Roylance,237,30,0:57:44,Euclid,2023-05-03,8.7
2,EXPERT A,12,Mason Sagers,239,27,0:58:05,Euclid,2023-05-03,8.7
2,EXPERT A,13,Quinn Jacobsen,206,24,1:00:27,Euclid,2023-05-03,8.3
2,EXPERT A,14,Scott Hoggan,205,21,1:01:33,Euclid,2023-05-03,8.2
2,EXPERT A,15,Patrick Jackman,211,18,1:13:05,Euclid,2023-05-03,6.9
2,EXPERT A,DNF,Will Clive,210,1,,Euclid,2023-05-03,
2,EXPERT A,DNF,Andrew Nelson,209,1,,Euclid,2023-05-03,
2,EXPERT A,DNF,Mark Nelson,0,1,,Euclid,2023-05-03,
2,EXPERT A,DNF,Michael Greco,204,1,,Euclid,2023-05-03,
2,PRO/EXPERT WOMEN,1,Alexandra Charles,314,80,0:46:57,Euclid,2023-05-03,9.7
2,PRO/EXPERT WOMEN,2,Halle Britton,316,73,0:47:17,Euclid,2023-05-03,9.6
2,PRO/EXPERT WOMEN,3,Rachel Miller,301,66,0:50:48,Euclid,2023-05-03,9
2,PRO/EXPERT WOMEN,4,Remi Smith,312,59,0:51:21,Euclid,2023-05-03,8.9
2,PRO/EXPERT WOMEN,5,Kadence Preston,305,54,0:56:32,Euclid,2023-05-03,8
2,PRO/EXPERT WOMEN,6,Brynlee Bingham,302,49,0:56:48,Euclid,2023-05-03,8
2,PRO/EXPERT WOMEN,7,Kristi Mcilmoil,304,44,0:58:05,Euclid,2023-05-03,7.8
2,PRO/EXPERT WOMEN,8,Eliza Haight,315,39,1:03:10,Euclid,2023-05-03,7.2
2,PRO/EXPERT WOMEN,9,Abby Ehlert,313,36,1:04:57,Euclid,2023-05-03,7
2,PRO/EXPERT WOMEN,10,Ella Collett,311,33,1:07:03,Euclid,2023-05-03,6.8
2,PRO/EXPERT WOMEN,11,Patty Rice,308,30,1:18:21,Euclid,2023-05-03,5.8
2,EXPERT B,1,Eric Dupuis,433,80,0:47:25,Euclid,2023-05-03,9.6
2,EXPERT B,2,Mike Madsen,407,73,0:47:43,Euclid,2023-05-03,9.5
2,EXPERT B,3,Gregory Jacobs,435,66,0:48:22,Euclid,2023-05-03,9.4
2,EXPERT B,4,Jacob Miller,424,59,0:48:25,Euclid,2023-05-03,9.4
2,EXPERT B,5,Rhys Louis,416,54,0:48:59,Euclid,2023-05-03,9.3
2,EXPERT B,6,John Mcilmoil,408,49,0:49:29,Euclid,2023-05-03,9.2
2,EXPERT B,7,Jansen Payne,425,44,0:49:35,Euclid,2023-05-03,9.2
2,EXPERT B,8,Bolt Miller,429,39,0:49:36,Euclid,2023-05-03,9.2
2,EXPERT B,9,Cole Beach,432,36,0:50:22,Euclid,2023-05-03,9
2,EXPERT B,10,Brixton Mortimer,401,33,0:50:36,Euclid,2023-05-03,9
2,EXPERT B,11,Ashton Webster,427,30,0:52:43,Euclid,2023-05-03,8.6
2,EXPERT B,12,Cody Richards,434,27,0:53:10,Euclid,2023-05-03,8.6
2,EXPERT B,13,Crozier Kimball,438,24,0:53:18,Euclid,2023-05-03,8.5
2,EXPERT B,14,Keith Payne,417,21,0:54:59,Euclid,2023-05-03,8.3
2,EXPERT B,15,Garrett Norton,409,18,0:55:40,Euclid,2023-05-03,8.2
2,EXPERT B,16,Ian Beaty,403,15,0:57:33,Euclid,2023-05-03,7.9
2,EXPERT B,17,Cole Gonsalves,415,12,0:58:21,Euclid,2023-05-03,7.8
2,EXPERT B,18,Tate Hull,405,9,0:59:31,Euclid,2023-05-03,7.6
2,EXPERT B,19,Miles Lewis,436,7,1:04:20,Euclid,2023-05-03,7.1
2,EXPERT B,20,Seth Dayley,430,5,1:13:56,Euclid,2023-05-03,6.1
2,EXPERT B,DNF,Joe Britton,437,1,,Euclid,2023-05-03,
2,EXPERT B,DNF,Jordan Thurston,411,1,,Euclid,2023-05-03,
2,EXPERT B,DNF,Beck Dayhuff,431,1,,Euclid,2023-05-03,
2,EXPERT C,1,Foraker Fisher,526,80,0:50:08,Euclid,2023-05-03,9.1
2,EXPERT C,2,Cam Burgner,529,73,0:50:36,Euclid,2023-05-03,9
2,EXPERT C,3,Jared Ririe,510,66,0:51:30,Euclid,2023-05-03,8.8
2,EXPERT C,4,Luis Muzquiz,517,59,0:53:07,Euclid,2023-05-03,8.6
2,EXPERT C,5,Bryan Moore,528,54,0:54:28,Euclid,2023-05-03,8.4
2,EXPERT C,6,Dallan Robbins,524,49,0:54:57,Euclid,2023-05-03,8.3
2,EXPERT C,7,Kerry Smith,513,44,0:54:59,Euclid,2023-05-03,8.3
2,EXPERT C,8,Tyler Perry,519,39,0:57:08,Euclid,2023-05-03,8
2,EXPERT C,9,Brian Blumer,514,36,0:57:11,Euclid,2023-05-03,8
2,EXPERT C,10,Kip Apostol,0,33,0:57:51,Euclid,2023-05-03,7.9
2,EXPERT C,11,Tyson Peterson,501,30,0:58:48,Euclid,2023-05-03,7.7
2,EXPERT C,12,Talan Reese,527,27,0:59:27,Euclid,2023-05-03,7.6
2,EXPERT C,13,Calvin Cahoon,506,24,1:00:44,Euclid,2023-05-03,7.5
2,EXPERT C,14,Jayson Vincent,512,21,1:00:53,Euclid,2023-05-03,7.5
2,EXPERT C,15,Johnnie Gonsalves,516,18,1:01:14,Euclid,2023-05-03,7.4
2,EXPERT C,16,Brian Stastny,521,15,1:03:03,Euclid,2023-05-03,7.2
2,EXPERT C,17,Jerry Brown,504,12,1:04:55,Euclid,2023-05-03,7
2,EXPERT C,18,Jared Payne,518,9,1:22:03,Euclid,2023-05-03,5.5
2,EXPERT C,DNF,Max Glade,507,1,,Euclid,2023-05-03,
2,EXPERT C,DNF,Ezra Montague,509,1,,Euclid,2023-05-03,
2,SPORT A,1,Beck Linford,612,80,0:42:24,Euclid,2023-05-03,8.8
2,SPORT A,2,Daniel Nunez,618,73,0:47:31,Euclid,2023-05-03,7.9
2,SPORT A,3,Erik Ipson,614,66,0:48:00,Euclid,2023-05-03,7.8
2,SPORT A,4,John Taylor,610,59,0:48:05,Euclid,2023-05-03,7.8
2,SPORT A,5,David Williams,616,54,0:48:19,Euclid,2023-05-03,7.7
2,SPORT A,6,Lincoln Tew,611,49,0:48:31,Euclid,2023-05-03,7.7
2,SPORT A,7,Russell Lewis,617,44,0:49:04,Euclid,2023-05-03,7.6
2,SPORT A,8,Tyson Widdison,601,39,1:01:07,Euclid,2023-05-03,6.1
2,SPORT A,9,Matt Cahoon,619,36,1:04:24,Euclid,2023-05-03,5.8
2,SPORT A,10,Thomas Hansen,613,33,1:14:29,Euclid,2023-05-03,5
2,SPORT B,1,Ashby Blumer,714,80,0:35:41,Euclid,2023-05-03,9.1
2,SPORT B,2,Keldon Birch,705,73,0:40:07,Euclid,2023-05-03,8.1
2,SPORT B,3,Daxton Mortimer,701,66,0:40:55,Euclid,2023-05-03,8
2,SPORT B,4,Sam Goodey,716,59,0:41:40,Euclid,2023-05-03,7.8
2,SPORT B,5,Levi Blumer,713,54,0:52:56,Euclid,2023-05-03,6.1
2,SPORT B,6,Jaxon Rice,712,49,1:13:01,Euclid,2023-05-03,4.4
2,SPORT B,DNF,Gary Moyes,715,1,,Euclid,2023-05-03,
2,SPORT WOMEN,1,Brylee Jorgensen,807,80,0:49:31,Euclid,2023-05-03,6.6
2,SPORT WOMEN,2,Rachel Peterson,810,73,1:06:36,Euclid,2023-05-03,4.9
2,SPORT WOMEN,3,Paige Blumer,812,66,1:12:44,Euclid,2023-05-03,4.5
2,SPORT WOMEN,4,Brooke Bird,804,59,1:20:03,Euclid,2023-05-03,4
