race_number,category,place,racer_name,plate_number,points,finish_time,venue,race_date,avg_speed
8,SPORT WOMEN,2,Hillary Brown,808,73,0:44:30,Sundance,2024-07-03,6.7
8,SPORT WOMEN,3,Brylee Jorgensen,833,66,0:47:44,Sundance,2024-07-03,6.2
8,SPORT WOMEN,4,Linda Matheson,801,59,0:51:03,Sundance,2024-07-03,5.8
8,SPORT WOMEN,5,Patty Rice,836,54,0:53:36,Sundance,2024-07-03,5.6
8,SPORT WOMEN,6,Makell Cahoon,809,49,0:57:02,Sundance,2024-07-03,5.2
8,JUNIOR,1,Owen Draper,907,80,0:37:12,Sundance,2024-07-03,8
8,JUNIOR,2,Avery Burton,926,73,0:40:44,Sundance,2024-07-03,7.3
8,JUNIOR,3,Nate Jacobsen,905,66,0:44:44,Sundance,2024-07-03,6.7
8,JUNIOR,4,Lucy Nelson,922,59,0:47:55,Sundance,2024-07-03,6.2
8,JUNIOR,5,Isaac Miller,903,54,0:52:14,Sundance,2024-07-03,5.7
8,JUNIOR,6,Jenna Sorenson,925,49,1:03:12,Sundance,2024-07-03,4.7
8,JUNIOR,7,Kyrie Bingham,906,44,1:10:53,Sundance,2024-07-03,4.2
8,BEGINNER,1,Beckett Miller,1040,80,0:33:07,Sundance,2024-07-03,6.3
8,BEGINNER,2,Asher Burton,1008,73,0:34:23,Sundance,2024-07-03,6.1
8,BEGINNER,3,Rhett Miller,1041,66,0:36:00,Sundance,2024-07-03,5.8
8,BEGINNER,4,Maya Holley,1033,59,0:36:38,Sundance,2024-07-03,5.7
8,BEGINNER,5,Josie Thomas,1023,54,0:37:48,Sundance,2024-07-03,5.6
8,BEGINNER,6,Dunken Paterson,1007,49,0:39:45,Sundance,2024-07-03,5.3
8,BEGINNER,7,Jay Jacobsen,1002,44,0:50:39,Sundance,2024-07-03,4.1
8,BEGINNER,DNF,Sefa Ka'ili,1039,1,,Sundance,2024-07-03,
9,PRO,1,Carter Anderson,24,80,0:58:45,Wolf Creek Ranch,2024-07-10,12.2
9,PRO,2,Andrew Conover,2,73,1:00:47,Wolf Creek Ranch,2024-07-10,11.8
9,PRO,3,Spencer Maughan,42,66,1:01:39,Wolf Creek Ranch,2024-07-10,11.6
9,PRO,4,Thomas Cahoon,15,59,1:01:54,Wolf Creek Ranch,2024-07-10,11.6
9,PRO,5,Jack Stevenson,40,54,1:02:09,Wolf Creek Ranch,2024-07-10,11.5
9,PRO,6,Mark Tuttle,1,49,1:02:21,Wolf Creek Ranch,2024-07-10,11.5
9,PRO,7,Scott Preston,35,44,1:05:33,Wolf Creek Ranch,2024-07-10,10.9
9,PRO,8,Brandon Firth,25,39,1:09:14,Wolf Creek Ranch,2024-07-10,10.3
9,PRO,9,William Roylance,44,36,1:10:05,Wolf Creek Ranch,2024-07-10,10.2
9,PRO,10,Grey Mathewson,43,33,1:11:35,Wolf Creek Ranch,2024-07-10,10
9,PRO,11,Asa Christensen,41,30,1:14:52,Wolf Creek Ranch,2024-07-10,9.6
9,SEMI-PRO,1,Jacob Miller,159,80,0:56:29,Wolf Creek Ranch,2024-07-10,11.4
9,SEMI-PRO,2,Nate Miller,109,73,0:56:31,Wolf Creek Ranch,2024-07-10,11.4
9,SEMI-PRO,3,Dan Nelson,111,66,0:57:36,Wolf Creek Ranch,2024-07-10,11.2
9,SEMI-PRO,4,Matt Parker,556,59,0:59:51,Wolf Creek Ranch,2024-07-10,10.7
9,SEMI-PRO,5,Val Gibson,101,54,1:01:06,Wolf Creek Ranch,2024-07-10,10.5
9,SEMI-PRO,6,Woody,0,49,1:01:26,Wolf Creek Ranch,2024-07-10,10.5
9,SEMI-PRO,7,Matt Frisby,102,44,1:01:56,Wolf Creek Ranch,2024-07-10,10.4
9,SEMI-PRO,8,Johnny D Pedersen,145,39,1:02:16,Wolf Creek Ranch,2024-07-10,10.3
9,SEMI-PRO,9,Cody Shepherd,107,36,1:05:32,Wolf Creek Ranch,2024-07-10,9.8
9,SEMI-PRO,DNF,Zach Child,129,1,,Wolf Creek Ranch,2024-07-10,
9,SEMI-PRO,DNF,Josey Apostol,0,1,,Wolf Creek Ranch,2024-07-10,
9,EXPERT A,1,Ashton Webster,262,80,0:54:59,Wolf Creek Ranch,2024-07-10,10.6
9,EXPERT A,2,Wyatt Chambers,257,73,0:55:18,Wolf Creek Ranch,2024-07-10,10.5
9,EXPERT A,3,Jansen Payne,201,66,0:56:40,Wolf Creek Ranch,2024-07-10,10.3
9,EXPERT A,4,Nathanicus Mcclarkensburger,280,59,0:56:58,Wolf Creek Ranch,2024-07-10,10.2
9,EXPERT A,5,Brandon Hill,218,54,0:57:17,Wolf Creek Ranch,2024-07-10,10.2
9,EXPERT A,6,Tripp Kay,255,49,0:59:17,Wolf Creek Ranch,2024-07-10,9.8
9,EXPERT A,7,Garrett Allred,256,44,1:01:24,Wolf Creek Ranch,2024-07-10,9.5
9,EXPERT A,8,Heber Anderson,250,39,1:02:10,Wolf Creek Ranch,2024-07-10,9.4
9,EXPERT A,9,Mike Madsen,202,36,1:03:45,Wolf Creek Ranch,2024-07-10,9.1
9,EXPERT A,10,Jake Jorgenson,240,33,1:03:50,Wolf Creek Ranch,2024-07-10,9.1
9,EXPERT A,11,Nate Cox,248,30,1:04:23,Wolf Creek Ranch,2024-07-10,9
9,EXPERT A,12,Austin Miner,279,27,1:06:15,Wolf Creek Ranch,2024-07-10,8.8
9,EXPERT A,13,Rob Jibson,276,24,1:07:12,Wolf Creek Ranch,2024-07-10,8.7
9,EXPERT A,14,Spencer Freeman,206,21,1:08:03,Wolf Creek Ranch,2024-07-10,8.6
9,EXPERT A,15,Lewis Stewart,249,18,1:08:03,Wolf Creek Ranch,2024-07-10,8.6
9,EXPERT A,16,Blake Hadlock,254,15,1:13:41,Wolf Creek Ranch,2024-07-10,7.9
9,EXPERT A,17,Michael Mathewson,278,12,1:20:16,Wolf Creek Ranch,2024-07-10,7.2
9,EXPERT A,DNF,Cameron Gibby,211,1,,Wolf Creek Ranch,2024-07-10,
9,EXPERT A,DNF,Zack Jorgenson,277,1,,Wolf Creek Ranch,2024-07-10,
9,PRO/EXPERT WOMEN,1,Alexandra Charles,334,80,0:52:24,Wolf Creek Ranch,2024-07-10,11.1
9,PRO/EXPERT WOMEN,2,Lucy Hillstrom,341,73,0:56:32,Wolf Creek Ranch,2024-07-10,10.3
9,PRO/EXPERT WOMEN,3,Rachel Miller,302,66,1:00:44,Wolf Creek Ranch,2024-07-10,9.6
9,PRO/EXPERT WOMEN,4,Anna Cox,318,59,1:02:31,Wolf Creek Ranch,2024-07-10,9.3
9,PRO/EXPERT WOMEN,5,Kristi Mcilmoil,304,54,1:03:19,Wolf Creek Ranch,2024-07-10,9.2
9,PRO/EXPERT WOMEN,6,Christina Perry,305,49,1:08:13,Wolf Creek Ranch,2024-07-10,8.5
9,PRO/EXPERT WOMEN,7,Brynlee Bingham,301,44,1:09:24,Wolf Creek Ranch,2024-07-10,8.4
9,PRO/EXPERT WOMEN,8,Maya Cox,326,39,1:09:46,Wolf Creek Ranch,2024-07-10,8.3
9,PRO/EXPERT WOMEN,9,Sage Jorgenson,316,36,1:18:27,Wolf Creek Ranch,2024-07-10,7.4
9,PRO/EXPERT WOMEN,10,Kadence Preston,303,33,1:18:28,Wolf Creek Ranch,2024-07-10,7.4
9,EXPERT B,1,Jordan Thurston,403,80,0:44:45,Wolf Creek Ranch,2024-07-10,10
9,EXPERT B,2,John Mcilmoil,408,73,0:45:21,Wolf Creek Ranch,2024-07-10,9.9
9,EXPERT B,3,Cory Larsen,407,66,0:46:09,Wolf Creek Ranch,2024-07-10,9.7
9,EXPERT B,4,Paul Hadlock,405,59,0:48:00,Wolf Creek Ranch,2024-07-10,9.3
9,EXPERT B,5,Gage Thurgood,448,54,0:48:02,Wolf Creek Ranch,2024-07-10,9.3
9,EXPERT B,6,Dennis Muhlestein,431,49,0:48:04,Wolf Creek Ranch,2024-07-10,9.3
9,EXPERT B,7,Tyler Jukes,430,44,0:48:55,Wolf Creek Ranch,2024-07-10,9.2
9,EXPERT B,8,Matthew Muhlestein,432,39,0:49:20,Wolf Creek Ranch,2024-07-10,9.1
9,EXPERT B,9,Keith Payne,415,36,0:50:56,Wolf Creek Ranch,2024-07-10,8.8
9,EXPERT B,10,Parker Goodwin,438,33,0:52:35,Wolf Creek Ranch,2024-07-10,8.5
9,EXPERT B,11,Tyler Perry,406,30,0:53:35,Wolf Creek Ranch,2024-07-10,8.4
9,EXPERT B,12,Ben Severson,416,27,0:53:37,Wolf Creek Ranch,2024-07-10,8.4
9,EXPERT B,13,Eli Christensen,447,24,0:57:23,Wolf Creek Ranch,2024-07-10,7.8
9,EXPERT B,14,Hyrum Witt,449,21,1:02:27,Wolf Creek Ranch,2024-07-10,7.2
9,EXPERT C,1,John D Mcilmoil,535,80,0:43:50,Wolf Creek Ranch,2024-07-10,10.2
9,EXPERT C,2,Dallan Robbins,506,73,0:46:58,Wolf Creek Ranch,2024-07-10,9.6
9,EXPERT C,3,Shane Jenson,530,66,0:47:09,Wolf Creek Ranch,2024-07-10,9.5
9,EXPERT C,4,Jaden Webster,533,59,0:48:19,Wolf Creek Ranch,2024-07-10,9.3
9,EXPERT C,5,Jerry Brown,511,54,0:49:41,Wolf Creek Ranch,2024-07-10,9
9,EXPERT C,6,Cameron Hill,505,49,0:50:32,Wolf Creek Ranch,2024-07-10,8.9
9,EXPERT C,7,Tyler Webster,531,44,0:50:37,Wolf Creek Ranch,2024-07-10,8.9
9,EXPERT C,8,Matthias Hulme,527,39,0:51:54,Wolf Creek Ranch,2024-07-10,8.6
9,EXPERT C,9,Cole Gonsalves,526,36,0:52:20,Wolf Creek Ranch,2024-07-10,8.6
9,EXPERT C,10,Ian Beaty,503,33,0:52:21,Wolf Creek Ranch,2024-07-10,8.6
9,EXPERT C,11,Kerry Smith,501,30,0:52:50,Wolf Creek Ranch,2024-07-10,8.5
9,EXPERT C,12,Johnnie Gonsalves,516,27,0:53:54,Wolf Creek Ranch,2024-07-10,8.3
9,EXPERT C,13,Matt Stewart,519,24,0:53:56,Wolf Creek Ranch,2024-07-10,8.3
9,EXPERT C,14,Jayson Vincent,507,21,0:55:24,Wolf Creek Ranch,2024-07-10,8.1
9,EXPERT C,15,Derek Miner,536,18,0:56:52,Wolf Creek Ranch,2024-07-10,7.9
9,EXPERT C,16,Hayden Wixom,537,15,0:57:47,Wolf Creek Ranch,2024-07-10,7.8
9,EXPERT C,17,Calvin Cahoon,509,12,1:00:01,Wolf Creek Ranch,2024-07-10,7.5
9,SPORT A,1,John Taylor,616,80,0:48:38,Wolf Creek Ranch,2024-07-10,8.6
9,SPORT A,2,Jensen Paterson,606,73,0:50:12,Wolf Creek Ranch,2024-07-10,8.3
9,SPORT A,3,Jeff Stroh,634,66,0:55:04,Wolf Creek Ranch,2024-07-10,7.6
9,SPORT A,4,Bridger Wilson,626,59,0:55:40,Wolf Creek Ranch,2024-07-10,7.5
9,SPORT A,5,Steven Christensen,631,54,0:58:30,Wolf Creek Ranch,2024-07-10,7.1
9,SPORT A,6,Tyson Widdison,601,49,1:01:27,Wolf Creek Ranch,2024-07-10,6.8
9,SPORT A,7,Becky Blaser,603,44,1:03:50,Wolf Creek Ranch,2024-07-10,6.5
9,SPORT A,DNF,Devin Fish,632,1,,Wolf Creek Ranch,2024-07-10,
9,SPORT A,DNF,Brent Haight,633,1,,Wolf Creek Ranch,2024-07-10,
9,SPORT B,1,Archer Olson,730,80,0:27:17,Wolf Creek Ranch,2024-07-10,8.2
9,SPORT B,2,Jackson Bingham,704,73,0:29:04,Wolf Creek Ranch,2024-07-10,7.7
9,SPORT B,3,Darin Hakes,743,66,0:29:51,Wolf Creek Ranch,2024-07-10,7.5
9,SPORT B,4,Darian Dash Bingham,735,59,0:31:25,Wolf Creek Ranch,2024-07-10,7.1
9,SPORT B,5,Dylan Jerman,707,54,0:33:12,Wolf Creek Ranch,2024-07-10,6.7
9,SPORT B,6,Richard Matheson,719,49,0:38:01,Wolf Creek Ranch,2024-07-10,5.9
9,SPORT WOMEN,1,Ariann Apostol,804,80,0:30:31,Wolf Creek Ranch,2024-07-10,7.3
9,SPORT WOMEN,2,Megan Webster,843,73,0:33:07,Wolf Creek Ranch,2024-07-10,6.8
9,SPORT WOMEN,3,Addisen Pedersen,842,66,0:35:35,Wolf Creek Ranch,2024-07-10,6.3
9,SPORT WOMEN,4,Linda Matheson,801,59,0:36:28,Wolf Creek Ranch,2024-07-10,6.1
9,SPORT WOMEN,5,Hillary Brown,808,54,0:38:12,Wolf Creek Ranch,2024-07-10,5.9
9,SPORT WOMEN,6,Maddie Child,837,49,0:38:52,Wolf Creek Ranch,2024-07-10,5.8
9,SPORT WOMEN,7,Camilla Jacobsen,838,44,0:42:08,Wolf Creek Ranch,2024-07-10,5.3
9,SPORT WOMEN,8,Grace Mckay,840,39,0:48:46,Wolf Creek Ranch,2024-07-10,4.6
9,SPORT WOMEN,9,Diadora Pedersen,841,36,0:51:05,Wolf Creek Ranch,2024-07-10,4.4
9,JUNIOR,1,Nate Jacobsen,905,80,0:31:53,Wolf Creek Ranch,2024-07-10,7
9,JUNIOR,2,Isaac Miller,903,73,0:33:15,Wolf Creek Ranch,2024-07-10,6.7
9,JUNIOR,3,Hyrum Jukes,927,66,0:40:08,Wolf Creek Ranch,2024-07-10,5.6
9,JUNIOR,4,Kyrie Bingham,906,59,0:41:09,Wolf Creek Ranch,2024-07-10,5.4
9,JUNIOR,5,Eden Hadlock,921,54,1:00:14,Wolf Creek Ranch,2024-07-10,3.7
9,BEGINNER,1,Michael Silitch,1043,80,0:24:54,Wolf Creek Ranch,2024-07-10,7.2
9,BEGINNER,2,Jay Jacobsen,1002,73,0:25:58,Wolf Creek Ranch,2024-07-10,6.9
9,BEGINNER,3,Nathan Kerman,1034,66,0:31:22,Wolf Creek Ranch,2024-07-10,5.7
9,BEGINNER,4,Dunken Paterson,1007,59,0:31:24,Wolf Creek Ranch,2024-07-10,5.7
9,BEGINNER,5,Dan Kerman,1019,54,0:32:54,Wolf Creek Ranch,2024-07-10,5.4
9,BEGINNER,DNF,Amy Kerman,1018,1,,Wolf Creek Ranch,2024-07-10,
10,PRO,1,Carter Anderson,24,160,1:03:44,Sundance,2024-07-17,12.2
10,PRO,2,Mason Brown,36,146,1:03:52,Sundance,2024-07-17,12.2
10,PRO,3,Andrew Conover,2,132,1:06:16,Sundance,2024-07-17,11.8
10,PRO,4,Chris Holley,21,118,1:06:46,Sundance,2024-07-17,11.7
10,PRO,5,Spencer Maughan,42,108,1:08:49,Sundance,2024-07-17,11.3
10,PRO,6,Mark Tuttle,1,98,1:09:06,Sundance,2024-07-17,11.3
10,PRO,7,Thomas Cahoon,15,88,1:10:13,Sundance,2024-07-17,11.1
10,PRO,8,Tanner Gillespie,27,78,1:10:56,Sundance,2024-07-17,11
10,PRO,9,Jamison Burton,46,72,1:13:27,Sundance,2024-07-17,10.6
10,PRO,10,Gavin Gunther,39,66,1:13:57,Sundance,2024-07-17,10.5
10,PRO,11,Brandon Firth,25,60,1:15:51,Sundance,2024-07-17,10.3
10,PRO,12,Chase Bacon,38,54,1:17:30,Sundance,2024-07-17,10.1
10,PRO,13,Geophri Montague,26,48,1:20:14,Sundance,2024-07-17,9.7
10,PRO,14,Scott Preston,35,42,1:20:32,Sundance,2024-07-17,9.7
10,PRO,15,Easton Gray,10,36,1:21:27,Sundance,2024-07-17,9.6
10,PRO,16,William Roylance,44,30,1:27:40,Sundance,2024-07-17,8.9
10,PRO,DNF,Asa Christensen,41,2,,Sundance,2024-07-17,
10,PRO,DNF,Logan Eccles,14,2,,Sundance,2024-07-17,
10,SEMI-PRO,1,Jude Marsden,153,160,1:00:44,Sundance,2024-07-17,11.2
10,SEMI-PRO,2,Jacob Miller,159,146,1:01:33,Sundance,2024-07-17,11.1
10,SEMI-PRO,3,Wade Quilter,133,132,1:01:45,Sundance,2024-07-17,11
10,SEMI-PRO,4,Dan Nelson,111,118,1:01:47,Sundance,2024-07-17,11
10,SEMI-PRO,5,Nate Miller,109,108,1:02:41,Sundance,2024-07-17,10.9
10,SEMI-PRO,6,Val Gibson,101,98,1:03:29,Sundance,2024-07-17,10.7
10,SEMI-PRO,7,Bryson Douglass,156,88,1:03:30,Sundance,2024-07-17,10.7
10,SEMI-PRO,8,Mike Broderick,150,78,1:04:21,Sundance,2024-07-17,10.6
10,SEMI-PRO,9,Jayven Thomas,124,72,1:05:00,Sundance,2024-07-17,10.5
10,SEMI-PRO,10,Asa Pulley,164,66,1:05:13,Sundance,2024-07-17,10.4
10,SEMI-PRO,11,Brandon Smith,154,60,1:05:32,Sundance,2024-07-17,10.4
10,SEMI-PRO,12,Ethan Burningham,161,54,1:05:51,Sundance,2024-07-17,10.3
10,SEMI-PRO,13,Johnny D Pedersen,145,48,1:05:57,Sundance,2024-07-17,10.3
10,SEMI-PRO,14,Eli Speck,123,42,1:06:00,Sundance,2024-07-17,10.3
10,SEMI-PRO,15,Matt Parker,556,36,1:06:15,Sundance,2024-07-17,10.3
10,SEMI-PRO,16,Woody,0,30,1:06:29,Sundance,2024-07-17,10.2
10,SEMI-PRO,17,Crew Melchior,162,24,1:07:18,Sundance,2024-07-17,10.1
10,SEMI-PRO,18,Zach Child,129,18,1:07:21,Sundance,2024-07-17,10.1
10,SEMI-PRO,19,Matt Frisby,102,14,1:07:22,Sundance,2024-07-17,10.1
10,SEMI-PRO,20,Adam Pellerin,163,10,1:07:30,Sundance,2024-07-17,10.1
10,SEMI-PRO,21,Cody Shepherd,107,6,1:09:08,Sundance,2024-07-17,9.9
10,SEMI-PRO,22,Nick Birch,108,4,1:13:04,Sundance,2024-07-17,9.3
10,SEMI-PRO,23,Josey Apostol,0,4,1:13:30,Sundance,2024-07-17,9.3
10,SEMI-PRO,DNF,Quinn Jacobsen,106,2,,Sundance,2024-07-17,
10,SEMI-PRO,DNF,Luke Cahoon,113,2,,Sundance,2024-07-17,
10,EXPERT A,1,Wyatt Chambers,257,160,0:54:05,Sundance,2024-07-17,10.8
10,EXPERT A,2,Ashton Webster,262,146,0:55:34,Sundance,2024-07-17,10.5
10,EXPERT A,3,Bolt Miller,272,132,0:56:33,Sundance,2024-07-17,10.3
10,EXPERT A,4,Cameron Gibby,211,118,0:57:39,Sundance,2024-07-17,10.1
10,EXPERT A,5,Nathanicus Mcclarkensburger,280,108,0:57:51,Sundance,2024-07-17,10.1
10,EXPERT A,6,Camren Burgner,281,98,0:58:34,Sundance,2024-07-17,10
10,EXPERT A,7,Jansen Payne,201,88,0:58:48,Sundance,2024-07-17,9.9
10,EXPERT A,8,Evan Reese,284,78,0:58:57,Sundance,2024-07-17,9.9
10,EXPERT A,9,Jonathan Vellinga,285,72,0:59:02,Sundance,2024-07-17,9.9
10,EXPERT A,10,Austin Gunther,282,66,0:59:05,Sundance,2024-07-17,9.9
10,EXPERT A,11,Kade Gray,252,60,1:00:36,Sundance,2024-07-17,9.6
10,EXPERT A,12,Harry Mccoard,208,54,1:00:39,Sundance,2024-07-17,9.6
10,EXPERT A,13,Heber Anderson,250,48,1:03:30,Sundance,2024-07-17,9.2
10,EXPERT A,14,Mike Madsen,202,42,1:08:26,Sundance,2024-07-17,8.5
10,EXPERT A,15,Lewis Stewart,249,36,1:09:20,Sundance,2024-07-17,8.4
10,EXPERT A,DNF,Xarek Lyman,283,2,,Sundance,2024-07-17,
10,EXPERT A,DNF,Mark Nelson,0,2,,Sundance,2024-07-17,
10,PRO/EXPERT WOMEN,1,Anna Keller,338,160,0:58:13,Sundance,2024-07-17,10
10,PRO/EXPERT WOMEN,2,Kc Holley,335,146,0:59:02,Sundance,2024-07-17,9.9
10,PRO/EXPERT WOMEN,3,Rachel Miller,302,132,1:01:33,Sundance,2024-07-17,9.5
10,PRO/EXPERT WOMEN,4,Aunika Kemp,344,118,1:04:07,Sundance,2024-07-17,9.1
10,PRO/EXPERT WOMEN,5,Kadence Preston,303,108,1:04:09,Sundance,2024-07-17,9.1
10,PRO/EXPERT WOMEN,6,Jeanette Pierce,332,98,1:06:23,Sundance,2024-07-17,8.8
10,PRO/EXPERT WOMEN,7,Christina Perry,305,88,1:09:04,Sundance,2024-07-17,8.4
10,PRO/EXPERT WOMEN,8,Brynlee Bingham,301,78,1:09:41,Sundance,2024-07-17,8.4
10,PRO/EXPERT WOMEN,9,Zina Price,325,72,1:10:19,Sundance,2024-07-17,8.3
10,PRO/EXPERT WOMEN,10,Kristi Mcilmoil,304,66,1:13:16,Sundance,2024-07-17,7.9
10,PRO/EXPERT WOMEN,11,Jonna Blank,343,60,1:15:12,Sundance,2024-07-17,7.7
10,PRO/EXPERT WOMEN,DNF,Hadley Peay,323,2,,Sundance,2024-07-17,
10,EXPERT B,1,Matthew Muhlestein,432,160,0:39:17,Sundance,2024-07-17,10.1
10,EXPERT B,2,Jordan Thurston,403,146,0:41:01,Sundance,2024-07-17,9.7
10,EXPERT B,3,Gage Thurgood,448,132,0:41:47,Sundance,2024-07-17,9.5
10,EXPERT B,4,Cory Larsen,407,118,0:43:26,Sundance,2024-07-17,9.1
10,EXPERT B,5,Brett Vellinga,452,108,0:43:28,Sundance,2024-07-17,9.1
10,EXPERT B,6,Shawn Powell,451,98,0:44:06,Sundance,2024-07-17,9
10,EXPERT B,7,Dennis Muhlestein,431,88,0:44:38,Sundance,2024-07-17,8.9
10,EXPERT B,8,Nicholas Sibert,413,78,0:44:39,Sundance,2024-07-17,8.9
10,EXPERT B,9,Jeff Hare,450,72,0:45:24,Sundance,2024-07-17,8.7
10,EXPERT B,10,Max Glade,401,66,0:46:33,Sundance,2024-07-17,8.5
10,EXPERT B,11,Keith Payne,415,60,0:46:56,Sundance,2024-07-17,8.5
10,EXPERT B,12,Tyler Jukes,430,54,0:47:54,Sundance,2024-07-17,8.3
10,EXPERT B,13,Tyler Perry,406,48,0:48:30,Sundance,2024-07-17,8.2
10,EXPERT B,14,Philip Gunther,444,42,0:49:06,Sundance,2024-07-17,8.1
10,EXPERT B,15,Parker Goodwin,438,36,0:50:59,Sundance,2024-07-17,7.8
10,EXPERT B,16,Eli Christensen,447,30,0:52:17,Sundance,2024-07-17,7.6
10,EXPERT C,1,John D Mcilmoil,535,160,0:41:23,Sundance,2024-07-17,9.6
10,EXPERT C,2,Dallan Robbins,506,146,0:41:54,Sundance,2024-07-17,9.5
10,EXPERT C,3,Shane Jenson,530,132,0:42:45,Sundance,2024-07-17,9.3
10,EXPERT C,4,Jaden Webster,533,118,0:42:59,Sundance,2024-07-17,9.2
10,EXPERT C,5,Steve Mayfield,513,108,0:43:59,Sundance,2024-07-17,9
10,EXPERT C,6,Tyler Webster,531,98,0:44:14,Sundance,2024-07-17,9
10,EXPERT C,7,Jerry Brown,511,88,0:45:09,Sundance,2024-07-17,8.8
10,EXPERT C,8,Ben Blank,539,78,0:45:21,Sundance,2024-07-17,8.7
10,EXPERT C,9,Ian Beaty,503,72,0:46:13,Sundance,2024-07-17,8.6
10,EXPERT C,10,Cole Gonsalves,526,66,0:47:07,Sundance,2024-07-17,8.4
10,EXPERT C,11,Matthias Hulme,527,60,0:47:57,Sundance,2024-07-17,8.3
10,EXPERT C,12,Kerry Smith,501,54,0:48:18,Sundance,2024-07-17,8.2
10,EXPERT C,13,Johnnie Gonsalves,516,48,0:48:37,Sundance,2024-07-17,8.2
10,EXPERT C,14,Cameron Hill,541,42,0:48:50,Sundance,2024-07-17,8.1
10,EXPERT C,15,Jayson Vincent,507,36,0:49:30,Sundance,2024-07-17,8
10,EXPERT C,16,Brig Thurgood,540,30,0:50:31,Sundance,2024-07-17,7.8
10,EXPERT C,17,Calvin Cahoon,509,24,0:54:24,Sundance,2024-07-17,7.3
10,EXPERT C,18,Ezra Montague,532,18,0:54:33,Sundance,2024-07-17,7.3
10,EXPERT C,19,Mason Barlow,538,14,1:19:57,Sundance,2024-07-17,4.9
10,EXPERT C,DNF,Matt Stewart,519,2,,Sundance,2024-07-17,
10,SPORT A,1,Paxton Spessard,639,160,0:44:15,Sundance,2024-07-17,9
10,SPORT A,2,Devin Fish,632,146,0:45:03,Sundance,2024-07-17,8.8
10,SPORT A,3,Cole Kelson,637,132,0:45:35,Sundance,2024-07-17,8.7
10,SPORT A,4,Alta Miller,628,118,0:47:10,Sundance,2024-07-17,8.4
10,SPORT A,5,Conner Jones,611,108,0:48:32,Sundance,2024-07-17,8.2
10,SPORT A,6,John Taylor,616,98,0:48:33,Sundance,2024-07-17,8.2
10,SPORT A,7,Brody Smith,619,88,0:54:57,Sundance,2024-07-17,7.2
10,SPORT A,8,Sean Bujold,640,78,0:55:16,Sundance,2024-07-17,7.2
10,SPORT A,9,Bridger Wilson,626,72,0:56:27,Sundance,2024-07-17,7
10,SPORT A,10,Becky Blaser,603,66,1:02:02,Sundance,2024-07-17,6.4
10,SPORT A,11,Brian Rea,638,60,1:04:20,Sundance,2024-07-17,6.2
10,SPORT A,12,Trevor Hudspeth,636,54,1:05:45,Sundance,2024-07-17,6
10,SPORT A,13,Tyson Widdison,601,48,1:10:54,Sundance,2024-07-17,5.6
10,SPORT B,1,Cannon Eccles,718,160,0:33:11,Sundance,2024-07-17,9
10,SPORT B,2,Josh Teerlink,745,146,0:33:51,Sundance,2024-07-17,8.8
10,SPORT B,3,Benjamin Preece,716,132,0:34:22,Sundance,2024-07-17,8.7
10,SPORT B,4,Solomon Perkins,741,118,0:34:46,Sundance,2024-07-17,8.6
10,SPORT B,5,Archer Olson,749,108,0:35:31,Sundance,2024-07-17,8.4
10,SPORT B,6,Darian Dash Bingham,735,98,0:36:41,Sundance,2024-07-17,8.1
10,SPORT B,7,Kimball Gay,713,88,0:36:42,Sundance,2024-07-17,8.1
10,SPORT B,8,Jackson Bingham,704,78,0:36:56,Sundance,2024-07-17,8.1
10,SPORT B,9,Asher Teerlink,744,72,0:37:01,Sundance,2024-07-17,8.1
10,SPORT B,10,Joseph Vellinga,748,66,0:38:13,Sundance,2024-07-17,7.8
10,SPORT B,11,Darin Hakes,743,60,0:39:36,Sundance,2024-07-17,7.5
10,SPORT B,12,Jimmer Hare,740,54,0:40:01,Sundance,2024-07-17,7.5
10,SPORT B,13,Dylan Jerman,707,48,0:41:17,Sundance,2024-07-17,7.2
10,SPORT B,14,Mattix Thurston,746,42,0:44:49,Sundance,2024-07-17,6.7
10,SPORT B,15,Richard Matheson,719,36,0:59:18,Sundance,2024-07-17,5
10,SPORT WOMEN,2,Melissa Vellinga,846,146,0:36:32,Sundance,2024-07-17,8.2
10,SPORT WOMEN,3,Leah Sorenson,832,132,0:39:13,Sundance,2024-07-17,7.6
10,SPORT WOMEN,4,Sarah Cust,844,118,0:39:55,Sundance,2024-07-17,7.5
10,SPORT WOMEN,5,Hillary Brown,808,108,0:42:35,Sundance,2024-07-17,7
10,SPORT WOMEN,6,Patty Rice,836,98,0:43:01,Sundance,2024-07-17,6.9
10,SPORT WOMEN,7,Ariann Apostol,804,88,0:46:53,Sundance,2024-07-17,6.4
10,SPORT WOMEN,8,Covi Powell,845,78,0:47:36,Sundance,2024-07-17,6.3
10,JUNIOR,2,Beau Godfrey,929,146,0:37:35,Sundance,2024-07-17,7.9
10,JUNIOR,3,Nate Jacobsen,905,132,0:42:18,Sundance,2024-07-17,7.1
10,JUNIOR,4,Isaac Miller,903,118,0:42:55,Sundance,2024-07-17,7
10,JUNIOR,5,Maya Holley,928,108,0:44:59,Sundance,2024-07-17,6.6
10,JUNIOR,6,Lucy Nelson,922,98,0:45:52,Sundance,2024-07-17,6.5
10,JUNIOR,7,Daxton Rollins,904,88,0:57:25,Sundance,2024-07-17,5.2
10,JUNIOR,8,Jenna Sorenson,925,78,1:01:28,Sundance,2024-07-17,4.8
